RegionName,Date,State,Metro,County,City,SizeRank,Zri,YoY,ZriRecordCnt
98635,9/30/18,WA,,Klickitat,Lyle,14974,1522,0.018060201,792
98822,9/30/18,WA,Wenatchee,Chelan,Entiat,14994,1449,-0.012269939,820
99181,9/30/18,WA,Spokane-Spokane Valley,Stevens,Valley,15005,1191,0.081743869,1056
98303,9/30/18,WA,Seattle-Tacoma-Bellevue,Pierce,South Hill,15031,1602,0.034215623,1178
98847,9/30/18,WA,Wenatchee,Chelan,Peshastin,15257,1497,-0.025390625,805
99133,9/30/18,WA,Moses Lake,Grant,Grand Coulee,15293,883,-0.008978676,1134
99343,9/30/18,WA,Kennewick-Richland,Franklin,Mesa,15298,1144,-0.080385852,487
99402,9/30/18,WA,Lewiston,Asotin,Asotin,15323,1443,0.004175365,643
99173,9/30/18,WA,Spokane-Spokane Valley,Stevens,Springdale,15434,1203,0.0543383,598
98342,9/30/18,WA,Bremerton-Silverdale,Kitsap,Indianola,15488,1864,-0.053326562,697
98361,9/30/18,WA,Centralia,Lewis,Packwood,15673,1107,0.195464363,808
98938,9/30/18,WA,Yakima,Yakima,Outlook,15824,1127,0.061205273,429
98262,9/30/18,WA,Bellingham,Whatcom,Lummi Island,15848,1620,-0.060869565,730
99110,9/30/18,WA,Spokane-Spokane Valley,Stevens,Clayton,15886,1333,-0.017686072,581
99101,9/30/18,WA,Spokane-Spokane Valley,Stevens,Addy,15908,1246,0.02047502,568
99185,9/30/18,WA,,Lincoln,Wilbur,15909,1250,0.039068994,619
98941,9/30/18,WA,Ellensburg,Kittitas,Roslyn,15932,1412,0.010014306,791
98645,9/30/18,WA,Longview,Cowlitz,Silverlake,16084,1493,0.002686367,466
99119,9/30/18,WA,Spokane-Spokane Valley,Pend Oreille,Cusick,16132,1295,-0.003846154,488
99123,9/30/18,WA,Moses Lake,Grant,Electric City,16178,973,0.042872454,818
98358,9/30/18,WA,,Jefferson,Nordland,16195,1880,-0.024390244,520
98304,9/30/18,WA,Seattle-Tacoma-Bellevue,Pierce,Ashford,16215,1236,0.103571429,542
98351,9/30/18,WA,Seattle-Tacoma-Bellevue,Pierce,Longbranch,16284,1694,0.04503393,687
98940,9/30/18,WA,Ellensburg,Kittitas,Ronald,16368,1893,0.242941563,411
98555,9/30/18,WA,Shelton,Mason,Lilliwaup,16379,1297,0.044283414,437
98267,9/30/18,WA,Mount Vernon-Anacortes,Skagit,Marblemount,16465,1593,0.263283109,511
